Molecule ChEMBL ID,Activity Type,Value,Units,Target ChEMBL ID,Gene Symbol,Gene Description,SMILES
CHEMBL231325,IC50,100.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1
CHEMBL231542,IC50,100.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1
CHEMBL230355,IC50,18.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](N)CF)cc(N(C)C[C@H]2C[C@@H]2C)n1
CHEMBL425828,IC50,12.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1
CHEMBL230250,IC50,34.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC1CC1CNc1cc(C(=O)N[C@H](CN)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1
CHEMBL395084,IC50,14.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(NC[C@H]2C[C@@H]2C)n1
CHEMBL394850,IC50,350.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCN(CC1CC1)c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(N(C)S(=O)(=O)C(C)C)n1
CHEMBL230349,IC50,1100.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN(c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(NCC2CC2)n1)S(C)(=O)=O
CHEMBL230245,IC50,2.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CF)cc(NC[C@H]2C[C@@H]2C)n1
CHEMBL230250,IC50,280.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC1CC1CNc1cc(C(=O)N[C@H](CN)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1
CHEMBL230355,IC50,910.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](N)CF)cc(N(C)C[C@H]2C[C@@H]2C)n1
CHEMBL425828,IC50,173.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1
CHEMBL230245,IC50,49.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CF)cc(NC[C@H]2C[C@@H]2C)n1
CHEMBL244342,Ki,900.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN(C(=O)CCN1Cc2cc(C(=O)c3ccccc3)ccc2N=C1N)C1CCCCC1
CHEMBL244347,Ki,11.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN(C(=O)CC[C@@H](C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1
CHEMBL397924,Ki,30.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN(CCC(C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1
CHEMBL244346,Ki,158.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN(C(=O)c1cccc(CN2Cc3cc(Oc4ccccc4)ccc3N=C2N)c1)C1CCCCC1
CHEMBL242323,IC50,675.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC(C)CC(NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(=O)O)P(=O)(O)CC(C)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C
CHEMBL390456,IC50,6.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC(C)C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C
CHEMBL242315,IC50,12.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC(C)C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)P(=O)(O)CC(C)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C
CHEMBL389831,IC50,2020.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC(C)C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)P(=O)(O)CC(C)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C
CHEMBL234762,IC50,495.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL234762,EC50,14.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL409950,IC50,11.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL409949,IC50,10.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL391145,IC50,27.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)OCCNC(C)=O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL409948,IC50,15.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)SC1CCOC1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL231865,IC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)OCC(F)(F)F)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL231864,IC50,8.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)CC(NC(=O)OCCC#N)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL393733,IC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)OC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL266531,IC50,5.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cnccc1O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL391144,IC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1ncc[nH]1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL409875,IC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cnccn1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL409947,IC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cc(C)[nH]n1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL394271,IC50,5.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL231669,IC50,10.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)C1CC1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL398775,IC50,22.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)COC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL232490,IC50,13.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(C)=O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL266567,IC50,2.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL414145,IC50,3.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL394270,IC50,3.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL414776,IC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL231863,IC50,3.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL231862,IC50,1.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL266566,IC50,2.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(O)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL393140,IC50,15.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccccc1C)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL266565,IC50,5.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(Cl)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL234555,IC50,53.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL231861,IC50,2.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(OC)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL412852,IC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL409950,EC50,2.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL409949,EC50,0.6,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL391145,EC50,12.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)OCCNC(C)=O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL409948,EC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)SC1CCOC1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL231864,EC50,5.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)CC(NC(=O)OCCC#N)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL393733,EC50,2.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)OC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL266531,EC50,24.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cnccc1O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL391144,EC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1ncc[nH]1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL409875,EC50,0.2,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cnccn1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL409947,EC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cc(C)[nH]n1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL394271,EC50,1.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL231669,EC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)C1CC1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL398775,EC50,4.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)COC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL232490,EC50,6.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(C)=O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL266567,EC50,1.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL414145,EC50,2.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL394270,EC50,5.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL414776,EC50,5.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL231862,EC50,1.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL266566,EC50,9.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(O)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL393140,EC50,59.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccccc1C)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL266565,EC50,48.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(Cl)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL234555,EC50,76.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL231861,EC50,11.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(OC)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL412852,EC50,19.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL217068,IC50,3700.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1
CHEMBL236850,IC50,8300.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,NC(N)=NC(=O)Cc1c(-c2ccccc2)csc1-c1ccccc1
CHEMBL237494,IC50,930.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCC(CC)NC(=O)c1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1
CHEMBL391109,IC50,280.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCCNC(=O)c1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1
CHEMBL237493,IC50,140.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,N/C(=N/C(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(C(=O)NCC2CC2)cc1)NCCCO
CHEMBL237284,IC50,260.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCNC(=O)c1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1
CHEMBL237283,IC50,200.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,N/C(=N/C(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(C(=O)NCC(F)(F)F)cc1)NCCCO
CHEMBL391108,IC50,1550.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCOc1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)c(C)c1
CHEMBL237282,IC50,1540.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCOc1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1C
CHEMBL237063,IC50,150.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCOc1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)/N=C(/N)NCCCO)cc1
CHEMBL391087,IC50,590.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(=O)NC(=N)N)cc1
CHEMBL237062,IC50,630.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCOc1ccc(-c2scc(-c3ccccc3Cl)c2CC(=O)N=C(N)N)cc1
CHEMBL237061,IC50,1890.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCOc1ccc(-c2csc(-c3ccccc3)c2CC(=O)N=C(N)N)cc1
CHEMBL236852,IC50,680.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CCCOc1ccc(-c2scc(-c3ccccc3)c2CC(=O)N=C(N)N)cc1
CHEMBL393559,IC50,6900.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,NC(N)=NC(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(OCCc2cn[nH]c2)cc1
CHEMBL236851,IC50,750.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC(=O)c1ccc(Oc2ccc(-c3scc(-c4ccccc4Cl)c3CC(=O)N=C(N)N)cc2)cc1
CHEMBL400438,IC50,2.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O
CHEMBL219601,IC50,9.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
CHEMBL392564,IC50,3700.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN(c1cc2cc(c1)C(C(F)(F)F)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O
CHEMBL235854,IC50,7000.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN(c1cc2cc(n1)CCC(c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O
CHEMBL235853,IC50,1800.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC1CCc2cccc(c2)C[C@@](C)(N)C(=O)OCc2cc(nc(N(C)S(C)(=O)=O)c2)CC1
CHEMBL394225,IC50,1700.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CC1CCc2cccc(c2)C[C@@](C)(N)C(=O)OCc2cc(cc(N(C)S(C)(=O)=O)c2)CC1
CHEMBL394224,IC50,6000.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN(c1cc2cc(n1)N(CC1CC1)CCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O
CHEMBL392361,IC50,400.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN(c1cc2cc(n1)NCCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O
CHEMBL392662,IC50,670.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1
CHEMBL239425,IC50,7500.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN1C(=O)CC(C)(c2ccc(Cl)c(Cl)c2)N=C1N
CHEMBL235754,IC50,5700.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COc1cccc(-c2cccc(CCc3cc(=O)n(C)c(N)n3)c2)c1
CHEMBL239857,IC50,80.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1
CHEMBL393911,IC50,200.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=N3)c2)c1
CHEMBL239640,IC50,1600.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N
CHEMBL392662,IC50,380.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1
CHEMBL239638,IC50,2000.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN1C(=O)CC(C)(c2ccccc2)N=C1N
CHEMBL239425,IC50,6100.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN1C(=O)CC(C)(c2ccc(Cl)c(Cl)c2)N=C1N
CHEMBL235754,IC50,5900.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COc1cccc(-c2cccc(CCc3cc(=O)n(C)c(N)n3)c2)c1
CHEMBL392662,IC50,590.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COc1cccc(-c2cccc(C3(C)CC(=O)N(C)C(N)=N3)c2)c1
CHEMBL239638,IC50,3800.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN1C(=O)CC(C)(c2ccccc2)N=C1N
CHEMBL235754,IC50,5300.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COc1cccc(-c2cccc(CCc3cc(=O)n(C)c(N)n3)c2)c1
CHEMBL239857,IC50,470.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1
CHEMBL393911,IC50,640.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=N3)c2)c1
CHEMBL239640,IC50,1700.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N
CHEMBL239638,IC50,3800.0,nM,CHEMBL4822,BACE1,Beta-Secretase 1,CN1C(=O)CC(C)(c2ccccc2)N=C1N
